,Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Loan_Status,LoanAmount_Log,TotalIncome_Log,Rural,Semiurban,Urban
302,1,1,0,0,0,360.0,1,1,7.044394119358453,12.287712379549449,1,0,0
303,0,0,1,0,0,360.0,1,1,6.584962500721156,11.7431513941125,0,0,1
304,0,1,0,0,0,360.0,1,1,7.129283016944966,12.66622400280318,1,0,0
305,0,1,0,1,0,360.0,1,0,7.007810628047801,10.965784284662087,0,0,1
306,1,1,0,0,0,360.0,1,1,7.076815597050831,12.406205005418855,1,0,0
307,1,1,0,0,0,360.0,0,0,6.700439718141092,12.057653339963936,0,0,1
308,0,1,0,0,0,360.0,1,0,8.906890595608518,14.304422627485119,1,0,0
310,1,1,0,0,0,360.0,1,1,6.392317422778761,11.510269670898177,0,1,0
311,0,1,0,1,0,360.0,1,1,6.794415866350106,12.380461065088973,0,1,0
312,1,1,0,0,0,360.0,1,1,5.807354922057604,11.291746280833939,1,0,0
314,1,0,0,0,0,360.0,1,0,7.312882955284356,12.075479149488016,1,0,0
315,0,0,1,1,0,180.0,1,1,6.794415866350106,12.298921740969753,0,0,1
316,0,0,2,0,0,360.0,1,1,6.906890595608519,11.859922972861758,0,1,0
319,0,0,1,0,1,360.0,1,0,7.2761244052742375,13.287712379549449,1,0,0
320,0,0,0,0,0,360.0,1,1,6.845490050944375,12.157031074378354,0,1,0
321,0,0,3,0,0,360.0,1,1,6.954196310386875,12.14561377551339,0,1,0
322,0,0,2,1,0,360.0,1,1,7.007810628047801,12.34179677239183,1,0,0
324,0,0,3,0,0,360.0,1,1,8.228818690495881,13.872674880270605,1,0,0
325,0,0,1,0,1,360.0,0,0,8.554588851677638,13.736507634878501,1,0,0
326,0,1,0,0,0,360.0,0,1,7.022367813028454,12.263562639820615,1,0,0
327,0,0,0,0,1,360.0,1,1,7.523561956057013,12.961811408087163,0,1,0
328,1,0,0,0,0,360.0,1,0,6.78135971352466,12.727920454563199,0,0,1
329,1,1,0,0,0,360.0,1,1,6.066089190457772,11.287712379549449,0,0,1
330,0,1,1,0,0,360.0,1,1,6.870364719583405,12.59269061535341,0,0,1
331,0,1,0,0,0,360.0,1,1,6.614709844115208,11.519144787997414,0,1,0
332,0,1,0,0,0,360.0,1,1,6.149747119504682,11.468114886378098,0,0,1
334,1,0,1,0,1,180.0,1,1,7.507794640198696,13.510022358813766,0,0,1
335,0,0,0,0,1,360.0,1,1,6.129283016944966,13.286702139395507,0,1,0
337,0,0,2,0,1,360.0,1,1,7.459431618637297,12.793603309279407,1,0,0
338,1,1,3,1,0,360.0,0,0,7.007810628047801,10.837627933171404,0,0,1
339,1,1,0,0,0,360.0,1,1,6.149747119504682,12.022367813028454,0,1,0
340,0,0,3,1,0,360.0,1,0,7.434628227636725,12.047805554007589,1,0,0
341,1,1,0,0,0,360.0,1,0,5.523561956057013,11.215532999745657,1,0,0
342,0,0,1,1,0,360.0,1,1,7.303780748177103,12.49760238678349,0,0,1
343,0,0,3,1,0,360.0,1,1,6.20945336562895,11.631631805917637,0,1,0
345,0,0,0,0,0,360.0,1,1,7.321928094887363,12.275251543470327,0,1,0
346,0,0,0,1,0,360.0,0,0,7.247927513443585,12.721312842175312,1,0,0
347,0,0,2,1,0,360.0,1,1,6.977279923499917,12.35837648032824,0,0,1
349,0,0,0,0,0,360.0,1,1,7.546894459887636,13.115531404166768,1,0,0
350,0,0,0,0,0,360.0,1,1,7.832890014164741,13.148953164809123,0,1,0
351,0,1,0,0,0,360.0,1,0,8.266786540694902,13.656983419574544,1,0,0
352,0,0,3,0,0,360.0,1,1,6.569855608330948,12.213408040858337,1,0,0
353,1,0,0,0,1,360.0,0,0,6.714245517666122,12.425215903299383,1,0,0
354,1,0,0,0,0,360.0,1,1,7.022367813028454,11.515699838284043,0,1,0
355,1,1,0,0,0,180.0,1,1,6.857980995127572,11.896710815726115,0,0,1
356,0,0,2,0,0,360.0,1,1,7.366322214245816,13.4893462407191,1,0,0
357,0,0,1,0,0,360.0,1,0,6.066089190457772,11.919980595048962,0,0,1
358,0,0,0,1,0,480.0,0,0,6.643856189774724,12.187970591984199,0,0,1
359,0,0,3,0,0,360.0,1,1,7.643856189774724,13.024793384702548,0,1,0
360,1,1,1,0,0,360.0,1,0,6.339850002884624,12.205487820150566,0,1,0
361,0,0,2,0,0,360.0,1,1,7.882643049361842,13.08131698928577,0,1,0
362,0,0,0,0,0,360.0,1,1,7.022367813028454,12.790144826949799,0,0,1
364,0,1,0,0,1,360.0,1,1,7.139551352398794,12.735979039613404,1,0,0
365,0,1,0,1,0,360.0,1,0,7.05528243550119,12.60177078840771,1,0,0
366,0,1,0,0,0,480.0,1,0,6.584962500721156,11.287712379549449,0,1,0
367,0,1,0,0,0,360.0,0,0,6.954196310386875,12.323054760341646,1,0,0
368,0,0,1,0,0,360.0,1,1,7.451211111832329,12.626849764469036,0,1,0
369,0,0,0,0,0,360.0,1,0,9.154818109052105,14.609409624761803,1,0,0
370,1,1,0,0,1,360.0,1,1,5.78135971352466,13.94388836987587,0,1,0
371,0,0,2,0,0,360.0,1,1,7.2761244052742375,12.340128273700588,0,1,0
372,0,0,2,0,1,300.0,1,1,8.569855608330949,14.069785394983302,1,0,0
373,0,1,1,0,0,180.0,0,0,6.794415866350106,12.301781962051106,0,0,1
375,0,0,0,0,0,180.0,1,1,6.906890595608519,12.486835021563051,0,0,1
376,0,0,3,0,0,360.0,1,1,7.022367813028454,13.746724244025831,1,0,0
378,0,1,0,0,0,480.0,1,0,6.149747119504682,11.583552930466485,0,0,1
379,0,0,2,0,0,360.0,1,1,7.022367813028454,12.396337194231098,0,0,1
381,0,1,0,0,0,360.0,1,1,8.20945336562895,13.312457569746588,0,1,0
382,1,1,0,0,0,360.0,1,1,7.285402218862249,12.550746785383243,0,0,1
383,0,1,0,0,1,360.0,1,1,7.0,12.80715363917749,0,0,1
384,0,0,2,0,0,360.0,1,0,6.643856189774724,12.156715144224702,0,0,1
386,0,1,0,1,0,360.0,1,1,7.044394119358453,11.946175240723559,0,1,0
387,0,0,0,1,0,360.0,0,0,7.007810628047801,12.585432051592962,0,0,1
388,0,0,0,0,0,360.0,1,1,7.087462841250339,12.213711798105672,0,0,1
389,0,0,0,0,0,360.0,1,1,6.965784284662087,12.422064766172813,1,0,0
390,0,1,3,0,0,360.0,1,1,7.531381460516312,13.162233958149615,1,0,0
391,0,0,3,0,0,360.0,1,1,8.103287808412022,13.214319120800766,1,0,0
393,0,0,2,1,0,180.0,1,1,6.820178962415188,11.82097669262124,0,1,0
394,0,0,2,0,0,360.0,1,1,6.820178962415188,12.1357092861044,0,0,1
396,1,1,0,0,0,360.0,0,0,6.149747119504682,11.634811050171718,0,0,1
397,0,0,0,0,0,360.0,1,1,6.569855608330948,12.133142212400601,0,0,1
398,0,1,0,1,0,360.0,1,1,6.768184324776926,12.442943495848729,1,0,0
399,1,1,0,0,0,360.0,0,0,6.6865005271832185,11.688250309133178,0,1,0
400,0,0,2,1,0,180.0,0,0,5.491853096329675,11.496354488564615,0,0,1
401,0,1,0,1,0,300.0,1,0,6.022367813028454,11.42783660345852,1,0,0
402,0,1,0,0,0,360.0,1,1,6.6865005271832185,14.45763738099176,0,1,0
403,1,1,0,1,0,360.0,1,1,5.727920454563199,10.938844457466171,0,1,0
404,1,1,0,0,1,360.0,1,0,7.599912842187128,12.86128080358871,1,0,0
405,1,1,0,0,0,360.0,1,1,6.845490050944375,12.15069928874454,0,1,0
406,0,0,0,1,0,360.0,1,1,6.845490050944375,12.157031074378354,0,0,1
407,1,1,0,1,0,360.0,1,1,6.044394119358453,11.11178773580101,1,0,0
408,0,0,1,0,0,300.0,0,0,7.247927513443585,13.018895621121649,0,1,0
409,0,0,3,0,0,360.0,0,0,8.491853096329674,16.305634287546713,1,0,0
410,1,1,1,1,1,360.0,1,0,5.954196310386875,11.916999049082808,0,1,0
412,0,0,0,1,0,360.0,0,0,7.768184324776926,12.573647187493322,1,0,0
413,0,0,0,1,0,360.0,1,1,6.78135971352466,12.065416134676548,1,0,0
414,1,0,0,1,0,360.0,0,0,7.475733430966398,12.394998514501673,0,1,0
415,1,1,0,0,0,360.0,1,1,5.906890595608519,11.548340287676147,0,0,1
416,1,1,1,0,0,360.0,1,0,7.321928094887363,11.344295907915816,0,0,1
417,0,0,2,0,1,360.0,1,0,7.900866807980749,14.398743691938193,0,0,1
418,0,0,0,0,0,360.0,1,1,6.807354922057604,11.891024190149498,1,0,0
419,0,0,0,0,0,360.0,1,1,7.108524456778169,12.187042714339894,0,1,0
420,0,0,0,0,0,360.0,1,1,7.108524456778169,12.509032686306501,1,0,0
421,1,1,0,1,0,360.0,0,0,6.321928094887363,11.409390936137703,0,0,1
422,0,0,0,0,0,360.0,1,1,6.643856189774724,11.789126046425231,0,0,1
423,0,0,1,0,0,360.0,0,0,6.78135971352466,13.122342701858912,0,0,1
424,0,0,0,0,0,360.0,1,1,6.584962500721156,13.861086905995395,0,1,0
425,0,0,0,0,0,360.0,1,1,6.918863237274595,12.766114757586722,1,0,0
426,1,1,1,1,0,360.0,1,0,6.339850002884624,12.169298695792845,1,0,0
427,0,0,2,0,0,360.0,1,1,7.05528243550119,12.53503231452927,0,1,0
428,0,0,0,0,0,360.0,1,1,6.442943495848728,11.519695217788334,1,0,0
429,0,1,0,1,0,180.0,1,1,5.906890595608519,11.407798850221974,0,0,1
430,1,1,1,0,1,360.0,1,1,7.22881869049588,13.074141462752506,0,1,0
431,0,1,0,0,0,360.0,0,0,6.714245517666122,12.66622400280318,1,0,0
433,0,0,0,0,0,360.0,1,1,7.159871336778389,12.218260498797305,0,1,0
434,0,1,0,0,0,360.0,1,1,6.643856189774724,11.872674880270605,0,0,1
436,0,1,0,0,0,360.0,1,1,5.643856189774724,11.883025068440173,0,1,0
437,0,0,0,0,0,360.0,1,1,7.007810628047801,11.704768239362599,0,0,1
438,0,1,0,0,1,360.0,0,0,7.546894459887636,13.346513733165635,0,0,1
439,1,0,0,1,1,360.0,1,1,7.108524456778169,12.802112418586066,1,0,0
440,0,1,0,0,0,360.0,1,1,7.546894459887636,13.09077405464075,0,1,0
441,0,0,0,0,0,360.0,1,1,7.491853096329675,13.248817059278503,1,0,0
442,0,1,3,1,0,360.0,1,1,7.20945336562895,12.709945380232497,0,1,0
443,0,1,1,0,0,360.0,1,1,7.247927513443585,15.203003807572932,0,1,0
445,0,0,1,0,1,360.0,1,1,7.022367813028454,12.191059214531656,1,0,0
446,0,0,2,1,0,360.0,1,1,6.78135971352466,12.183635381473218,1,0,0
448,0,0,2,0,0,360.0,0,0,7.22881869049588,12.302067672526519,1,0,0
450,0,0,2,1,0,360.0,0,0,6.965784284662087,11.799281621521923,1,0,0
452,0,0,0,0,0,360.0,0,0,7.219168520462161,12.47192918764169,1,0,0
453,0,0,0,0,0,180.0,0,1,6.491853096329675,12.272921326867003,1,0,0
454,0,1,0,0,1,360.0,1,1,6.392317422778761,12.790552137805381,0,1,0
455,0,0,2,0,0,360.0,1,1,6.584962500721156,11.914011328541255,0,1,0
456,0,0,0,0,0,360.0,1,1,6.882643049361842,12.07045641594465,0,0,1
457,0,0,0,0,0,360.0,1,0,7.434628227636725,12.61585949358308,0,0,1
458,0,1,2,0,0,360.0,1,1,7.087462841250339,12.088125692188207,1,0,0
459,0,0,0,0,0,360.0,1,0,7.321928094887363,13.024793384702548,0,1,0
461,0,0,3,0,0,180.0,1,1,7.0,12.918117851031772,0,0,1
462,0,0,0,0,0,360.0,1,1,7.257387842692652,12.345127991976693,1,0,0
464,0,1,0,0,0,360.0,0,0,6.614709844115208,12.024447124040647,0,1,0
465,0,1,0,0,0,360.0,1,1,7.129283016944966,12.550746785383243,1,0,0
466,0,0,3,1,0,180.0,0,0,6.129283016944966,12.170863950411928,0,0,1
467,1,0,0,0,0,360.0,1,1,6.78135971352466,14.026869205263395,0,1,0
469,0,0,0,0,0,360.0,1,0,6.78135971352466,12.727920454563199,0,0,1
470,0,0,1,0,1,360.0,1,1,7.339850002884624,12.43280285635187,0,1,0
471,0,0,1,1,0,180.0,0,0,6.820178962415188,12.019938156424795,1,0,0
472,0,0,3,0,0,360.0,1,1,6.643856189774724,12.195679785495981,0,1,0
474,0,1,2,0,0,360.0,1,1,7.339850002884624,13.313449940963057,1,0,0
475,0,0,2,0,1,360.0,1,1,7.22881869049588,14.098278873274609,1,0,0
476,0,0,2,0,0,300.0,1,1,7.845490050944375,13.044735626056909,0,1,0
477,1,0,2,0,0,360.0,0,0,7.044394119358453,12.212192371908472,0,1,0
478,0,0,1,0,1,360.0,1,1,6.426264754702098,14.207395692946912,0,1,0
479,0,0,2,0,0,360.0,1,0,7.007810628047801,12.151650829973422,0,0,1
480,1,1,0,1,0,360.0,1,1,7.266786540694901,12.086799685623452,1,0,0
481,0,0,3,1,0,360.0,1,1,6.820178962415188,11.595723694101627,1,0,0
482,0,0,0,0,0,360.0,1,1,7.0,12.353422543614714,0,1,0
483,0,0,0,0,0,360.0,1,1,7.870364719583405,13.403145205669796,0,1,0
484,0,0,2,0,0,360.0,1,1,7.94251450533924,13.024620264759832,0,1,0
485,0,0,1,1,0,360.0,1,1,7.03342300153745,12.101319154423276,1,0,0
486,0,1,2,0,0,360.0,0,0,6.321928094887363,11.792383614935188,1,0,0
487,0,0,1,0,0,360.0,1,0,8.965784284662087,14.1621552664082,0,0,1
488,0,0,2,0,1,360.0,1,1,7.321928094887363,12.702605602110248,0,1,0
489,0,1,0,0,0,360.0,1,0,6.22881869049588,11.249706056969705,0,0,1
492,0,1,0,1,0,360.0,1,1,6.78135971352466,11.84979602224561,1,0,0
493,1,1,0,1,1,360.0,1,1,7.813781191217037,14.075395580394769,0,1,0
494,0,0,0,0,0,360.0,0,0,6.894817763307944,12.490349505739287,1,0,0
495,1,0,1,0,0,84.0,1,1,6.714245517666122,12.049508251055096,0,1,0
496,0,0,0,1,0,360.0,1,1,6.741466986401147,12.070120944476823,1,0,0
498,0,0,1,0,1,360.0,1,1,6.569855608330948,11.4993476328766,0,1,0
499,0,1,0,0,0,360.0,0,0,7.7073591320808825,13.385188338562719,1,0,0
500,1,1,0,0,0,480.0,1,1,6.820178962415188,12.079484783826816,1,0,0
501,1,1,0,0,0,360.0,1,1,6.643856189774724,11.625252221746873,0,1,0
502,0,0,2,0,0,360.0,1,1,7.700439718141092,13.356589520399757,0,1,0
504,0,0,0,1,0,300.0,1,1,6.954196310386875,12.370959793297386,0,1,0
505,0,0,2,0,0,360.0,1,1,7.924812503605781,12.952377251967985,1,0,0
507,1,1,0,0,0,360.0,1,0,6.584962500721156,11.806952328210736,0,0,1
508,0,0,0,0,1,360.0,1,1,7.554588851677638,12.4231159101471,0,0,1
509,1,1,1,0,0,360.0,1,1,5.321928094887363,13.695010739653238,0,0,1
510,0,1,0,1,0,360.0,1,0,6.643856189774724,12.254142846855748,1,0,0
511,0,0,1,0,0,360.0,1,1,7.965784284662087,12.978174174468169,0,1,0
512,0,0,2,0,0,360.0,1,1,7.20945336562895,12.376668061857668,0,0,1
513,0,0,0,0,0,180.0,1,0,6.129283016944966,13.102631888854969,0,1,0
514,0,1,0,0,0,360.0,1,0,8.280770770130603,13.210823518780845,1,0,0
515,0,0,3,0,0,360.0,1,1,7.22881869049588,12.75112558336727,1,0,0
516,1,0,2,0,0,480.0,1,1,6.820178962415188,11.83880998570856,0,1,0
517,0,0,0,1,0,360.0,0,0,6.94251450533924,12.250890535723341,0,1,0
518,0,1,0,0,0,360.0,1,0,7.531381460516312,12.687813062564931,0,1,0
519,1,1,0,1,0,360.0,1,0,6.569855608330948,11.731319031025064,1,0,0
520,0,0,2,1,0,360.0,1,1,5.491853096329675,11.94178124227853,0,1,0
521,0,1,0,0,0,360.0,1,1,5.78135971352466,11.287712379549449,0,1,0
522,0,0,3,0,1,360.0,1,1,6.643856189774724,12.79380649145577,1,0,0
523,0,0,2,0,1,360.0,1,1,8.906890595608518,13.883597907455398,1,0,0
524,0,1,0,0,0,360.0,1,0,7.007810628047801,12.724300673209568,0,1,0
525,0,0,2,0,1,360.0,1,1,8.643856189774725,14.095067301607054,1,0,0
526,0,0,0,0,0,360.0,1,1,6.78135971352466,11.882260929099804,0,1,0
527,0,0,1,1,0,360.0,0,1,7.330916878114617,12.713171684314805,0,1,0
528,0,1,1,1,0,360.0,1,1,6.554588851677638,11.958915156091349,0,1,0
529,0,1,0,1,0,360.0,1,1,7.022367813028454,12.727707777472686,0,1,0
531,0,0,3,0,0,360.0,1,1,6.643856189774724,12.063732120196919,0,0,1
532,0,1,2,0,0,360.0,0,0,6.78135971352466,11.80896417491926,1,0,0
534,1,1,0,1,1,360.0,1,1,6.965784284662087,14.148873745302847,0,0,1
536,0,0,0,0,0,360.0,1,1,8.339850002884624,13.293327946956358,0,0,1
537,0,1,2,0,0,360.0,1,1,6.741466986401147,11.820577882655774,0,1,0
538,0,0,0,1,0,360.0,1,0,6.044394119358453,11.753634618853386,1,0,0
539,0,0,3,0,0,180.0,1,1,7.294620748891627,12.647683267886201,1,0,0
540,1,0,1,0,0,180.0,1,1,7.129283016944966,12.86360554432145,0,1,0
541,1,1,0,0,0,360.0,0,0,6.6293566200796095,11.06204613772049,0,1,0
543,0,0,1,1,0,360.0,1,1,7.0,12.217654833364023,0,0,1
545,0,0,0,0,0,360.0,1,1,7.2761244052742375,12.203959703239462,1,0,0
546,0,1,0,1,0,36.0,1,0,6.321928094887363,11.71338651493703,0,1,0
547,0,1,0,0,0,360.0,1,1,7.1799090900149345,12.073137383110383,1,0,0
548,1,1,0,0,0,360.0,0,0,6.6865005271832185,12.287712379549449,0,1,0
549,0,0,0,0,0,360.0,1,1,6.78135971352466,12.229119220658594,1,0,0
550,0,0,2,0,1,360.0,0,0,7.007810628047801,12.695445810537382,1,0,0
551,0,0,1,1,0,360.0,1,1,7.007810628047801,12.248817059278503,1,0,0
552,0,0,1,0,0,360.0,1,1,7.303780748177103,12.684529482418487,0,0,1
553,0,0,0,1,0,360.0,0,0,7.499845887083206,12.224906090719767,0,0,1
554,0,0,0,0,0,180.0,0,0,7.044394119358453,12.940130036481444,1,0,0
555,0,0,1,0,0,360.0,1,1,4.700439718141092,12.66622400280318,0,1,0
557,0,0,3,0,1,360.0,1,1,8.022367813028454,13.307627747257134,0,1,0
558,0,0,0,0,0,360.0,1,1,7.339850002884624,12.678600139099458,0,1,0
559,1,0,0,0,0,360.0,1,1,7.507794640198696,12.663113308455806,0,1,0
560,0,0,2,1,0,360.0,1,1,6.754887502163468,11.935533412950747,0,1,0
561,1,0,1,0,1,360.0,1,1,9.228818690495881,14.250002267840449,0,1,0
562,0,0,0,0,0,360.0,1,1,7.721099188707185,12.961630562578824,1,0,0
563,0,1,0,1,1,360.0,1,1,7.044394119358453,12.501837184902296,0,1,0
564,0,0,2,0,0,360.0,0,0,8.011227255423254,13.103123856478112,0,0,1
566,0,1,0,0,0,360.0,1,1,6.129283016944966,11.702605602110248,0,0,1
567,0,0,3,0,0,360.0,0,0,6.94251450533924,12.526499239136566,1,0,0
568,1,1,0,0,0,360.0,1,0,3.169925001442312,11.215532999745657,0,0,1
569,0,0,0,0,0,360.0,0,0,6.700439718141092,12.352595231134304,0,0,1
570,0,0,1,0,0,360.0,1,1,7.539158811108031,12.335111168424861,0,0,1
571,0,0,0,0,0,360.0,0,0,7.366322214245816,12.681018739902102,0,0,1
572,0,0,2,0,0,360.0,1,1,8.103287808412022,14.024620264759832,0,0,1
573,0,0,2,1,0,480.0,1,0,7.546894459887636,12.919980595048962,0,1,0
574,0,0,3,0,0,360.0,1,0,7.22881869049588,12.645208082774683,0,1,0
575,0,0,2,0,0,84.0,1,1,6.754887502163468,11.821773981970567,0,0,1
576,1,0,0,0,0,360.0,0,0,7.087462841250339,12.370959793297386,0,1,0
577,0,1,0,0,0,360.0,1,1,6.78135971352466,12.543031820255237,0,0,1
578,0,0,1,0,0,360.0,1,1,6.741466986401147,11.970824901362617,1,0,0
580,0,0,2,0,0,360.0,1,1,7.679480099505446,12.675074920385445,0,1,0
581,0,1,0,0,0,360.0,1,0,6.491853096329675,15.122544927093104,0,0,1
582,1,0,0,0,0,360.0,1,1,5.169925001442312,11.62844554013718,0,1,0
584,0,0,1,0,0,360.0,0,0,7.189824558880018,12.199672344836364,1,0,0
585,0,0,1,0,0,84.0,1,0,7.426264754702098,12.830317129810208,1,0,0
586,0,0,0,0,0,360.0,1,1,6.700439718141092,11.898979204622513,0,0,1
587,1,1,0,1,0,360.0,1,1,6.129283016944966,11.080151309614088,0,1,0
588,1,1,0,0,0,360.0,1,1,6.554588851677638,12.213711798105672,0,1,0
589,0,0,2,0,1,360.0,0,0,6.727920454563199,11.41256984680521,0,1,0
590,0,0,0,0,0,180.0,1,1,5.807354922057604,12.64745842645492,0,1,0
591,0,0,2,0,1,240.0,1,0,7.679480099505446,12.550746785383243,0,1,0
592,1,1,3,0,1,360.0,1,1,8.189824558880018,13.191830338095308,0,1,0
593,0,0,0,0,0,180.0,1,1,7.149747119504682,12.805542364358724,1,0,0
594,0,0,0,0,1,360.0,1,1,8.022367813028454,13.97656412341533,0,0,1
595,0,1,0,1,0,360.0,1,1,6.78135971352466,11.904258282800518,1,0,0
596,0,0,2,1,1,360.0,1,0,7.546894459887636,12.849991443179317,1,0,0
597,0,1,0,0,0,360.0,0,0,6.459431618637297,11.544481522310791,0,1,0
598,0,0,0,0,1,360.0,1,1,7.491853096329675,13.282364508223864,1,0,0
599,0,0,2,0,0,360.0,1,1,7.584962500721156,12.496853777388042,0,0,1
602,0,0,3,0,0,360.0,1,1,7.0,12.477505317369708,0,0,1
603,0,1,0,0,0,360.0,1,1,7.426264754702098,12.961630562578824,1,0,0
604,1,0,1,0,0,360.0,1,1,8.954196310386875,13.550746785383243,0,1,0
605,0,0,0,1,0,180.0,1,0,7.007810628047801,12.5980525001616,0,0,1
606,0,0,1,0,0,360.0,1,1,7.434628227636725,12.526499239136566,0,1,0
607,0,0,2,1,0,360.0,1,1,7.294620748891627,12.398209261466851,1,0,0
608,0,0,0,0,0,360.0,1,1,6.754887502163468,12.339293300180094,1,0,0
609,1,1,0,0,0,360.0,1,1,6.149747119504682,11.501837184902296,1,0,0
610,0,0,3,0,0,180.0,1,1,5.321928094887363,12.003517912108602,1,0,0
611,0,0,1,0,0,360.0,1,1,7.98299357469431,13.020979938904212,0,0,1
612,0,0,2,0,0,360.0,1,1,7.546894459887636,12.888553007579214,0,0,1
613,1,1,0,0,1,360.0,0,0,7.05528243550119,12.162076570374312,0,1,0
